CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS
CHEMBL3672687	2005711	CHEMBL3672687	2005711		BDBM155094	362.27	2.91	70.97	0	CC1=NC2(N=C1N)c3cc(Br)ccc3C[C@@]24CC[C@H](O)CC4	17678247	IC50	=	2.4	nM	8.62	IC50	=	2.4	nM	297417		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3899321	2108692	CHEMBL3899321	2108692		BDBM155106	373.47	3.54	69.2	0	CO[C@@H]1CC[C@@]2(CC1)Cc3ccc(OCC(C)F)cc3C24N=C(C)C(=N4)N	17678254	IC50	=	2.5	nM	8.6	IC50	=	2.5	nM	297424		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3943188	2152559	CHEMBL3943188	2152559		BDBM155123	434.49	4.62	83.76	0	CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3C24N=C(C)C(=N4)N)c5cc(F)cc(c5)C#N	15872097	IC50	=	4.8	nM	8.32	IC50	=	4.8	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528818	CHEMBL3705694	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94820	CHEMBL3638627			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL3928118	2137489	CHEMBL3928118	2137489		BDBM200310	571.02	3.74	112.52	1	Fc1ccc(F)c2c1OCC3[C@H](CCS(=O)(=O)c4ncccn4)OCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5	17732034	IC50	=	6.4	nM	8.19	IC50	=	6.4	nM	356371		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1641096	CHEMBL3887819	B	Electrochemiluminescence (ECL)-based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102845	CHEMBL3886460			2016								
CHEMBL3916194	2125565	CHEMBL3916194	2125565		BDBM155124	434.49	4.62	83.76	0	CO[C@@H]1CC[C@@]2(CC1)Cc3cc(F)c(cc3[C@@]24N=C(C)C(=N4)N)c5cc(F)cc(c5)C#N	15872102	IC50	=	7.4	nM	8.13	IC50	=	7.4	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528818	CHEMBL3705694	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94820	CHEMBL3638627			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL1090210	621475	CHEMBL1090210	621475		BDBM50315283	518	3.93	89.54	1	Fc1ccc(F)c2c1OC[C@H]3C[C@@H](CC[C@@]23S(=O)(=O)c4ccc(Cl)cc4)NS(=O)(=O)C5CC5	17610984	IC50	=	8	nM	8.1	IC50	=	8	nM	222070		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1527867	CHEMBL3705103	B	Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94170	CHEMBL3638857			2013								
CHEMBL394132	402141	CHEMBL394132	402141		rac-25	529.1	4.19	96.38	1	CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCC(CCO)(CC4)OC	1983165	IC50	=	9	nM	8.05	IC50	=	9	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	449193	CHEMBL899458	B	Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36979	CHEMBL1137438	17761417	Bioorg. Med. Chem. Lett.	2007	17	19	5330					
CHEMBL236182	402142	CHEMBL236182	402142		rac-26	514.09	3.33	90.39	1	CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CCO)[C@@H](C)C4	1983164	IC50	=	13	nM	7.89	IC50	=	13	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	449193	CHEMBL899458	B	Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36979	CHEMBL1137438	17761417	Bioorg. Med. Chem. Lett.	2007	17	19	5330					
CHEMBL396543	383994	CHEMBL396543	383994		5g	560.16	5.71	70.16	2	Clc1ccc(cc1)S(=O)(=O)N2[C@@H](COC(=O)N3CCC(CC3)N4CCCCC4)CCC[C@H]2c5ccccc5	1898610	IC50	=	16	nM	7.8	IC50	=	16	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	438619	CHEMBL888950	B	Inhibition of gamma-secretase	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36017	CHEMBL1144650	17418571	Bioorg. Med. Chem. Lett.	2007	17	11	3010					
CHEMBL3918935	2128306	CHEMBL3918935	2128306		BDBM155111	369.51	3.98	69.2	0	CC[C@H](C)Oc1ccc2C[C@@]3(CC[C@@H](CC3)OC)C4(N=C(C)C(=N4)N)c2c1	15872071	IC50	=	16	nM	7.8	IC50	=	16	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528817	CHEMBL3705693	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94819	CHEMBL3638804			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL236183	402144	CHEMBL236183	402144		rac-28	514.09	3.33	90.39	1	CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(Cl)cc2)C3(CC3)OC(=O)N4CCN(CCCO)CC4	1983162	IC50	=	17	nM	7.77	IC50	=	17	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	449193	CHEMBL899458	B	Inhibition of gamma-secretase assessed as reduction of membrane A-beta-40 level	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36979	CHEMBL1137438	17761417	Bioorg. Med. Chem. Lett.	2007	17	19	5330					
CHEMBL3800453	2083324	CHEMBL3800453	2083324		7j	392.41	3.32	108.75	0	Oc1ccc(cc1O)C(=O)OCC(=O)Nc2c3CCCCc3nc4ccccc24	16572480	IC50	=	17.36	nM	7.76	IC50	=	17.36	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1573213	CHEMBL3803191	B	Inhibition of self-mediated amyloid beta (1 to 42) (unknown origin) aggregation after 24 hrs by thioflavin T fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			99147	CHEMBL3797034	27061983	Eur. J. Med. Chem.	2016	116		200					
CHEMBL1090209	621473	CHEMBL1090209	621473		BDBM50315282	545.94	4.29	89.54	1	Fc1ccc(F)c2c1OC[C@H]3C[C@@H](CC[C@@]23S(=O)(=O)c4ccc(Cl)cc4)NS(=O)(=O)C(F)(F)F	17610987	IC50	=	27	nM	7.57	IC50	=	27	nM	222073		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1527867	CHEMBL3705103	B	Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94170	CHEMBL3638857			2013								
CHEMBL1788111	1151775	CHEMBL93124	150498		1	256.33	3.71	45.15	0	[3H]N(c1ccc(cc1)c2nc3ccc(O)cc3s2)C([3H])([3H])[3H]	3185956	IC50	=	27	nM	7.57	IC50	=	27	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	614434	CHEMBL1110504	B	Displacement of [3H]PIB from human amyloid beta (1 to 40) after 30 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			50522	CHEMBL1155386	20153963	Bioorg. Med. Chem. Lett.	2010	20	6	1976					
CHEMBL1778349	1146811	CHEMBL1778349	1146811		BDBM103954	534	3.05	109.77	1	O[C@@]12COc3c(F)ccc(F)c3[C@@]1(CC[C@H](C2)NS(=O)(=O)C4CC4)S(=O)(=O)c5ccc(Cl)cc5	17610988	IC50	=	29	nM	7.54	IC50	=	29	nM	222074		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1527867	CHEMBL3705103	B	Pharmacological Assay: Gamma-secretase activity was determined as described by Zhang et al. (Biochemistry, 40(16), 5049-5055, 2001).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94170	CHEMBL3638857			2013								
CHEMBL3902027	2111398	CHEMBL3902027	2111398		BDBM186050	448.4	2.47	133.01	0	COCC[C@]1(NC(=N)OCC1(F)F)c2nc(NC(=O)c3ncc(cc3C)C#N)ccc2F	17713808	IC50	=	49	nM	7.31	IC50	=	49	nM	335590		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL3915655	2125026	CHEMBL3915655	2125026		BDBM186063	434.38	1.58	149.73	0	C[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(cc3N)C#CCO	17713820	IC50	=	62	nM	7.21	IC50	=	62	nM	335602		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL3933650	2143021	CHEMBL3933650	2143021		BDBM186064	398.32	2.38	129.5	0	C[C@]1(NC(=N)OCC1(F)F)c2nc(ccc2F)N=C(O)c3ncc(F)cc3N	17713821	IC50	=	88	nM	7.06	IC50	=	88	nM	335603		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1640387	CHEMBL3887110	B	Inhibition Assay: Chinese hamster ovary cells are transfected with the human gene for amyloid precursor protein. The cells are plated at a density of 8000 cells/well into 96-well microtiter plates and cultivated for 24 hours in DMEM cell culture medium containing 10% FCS. The test compound is added to the cells at various concentrations, and the cells are cultivated for 24 hours in the presence of the test compound. The supernatants are collected, and the concentration of amyloid peptide 1-40 is determined using state of the art immunoassay techniques, for example sandwich ELISA, homogenous time-resolved fluorescence (HTRF) immunoassay, or electro-chemiluminescence immunoassay. The potency of the compound is calculated from the percentage of inhibition of amyloid peptide release as a function of the test compound concentration.	37	BindingDB Database	Homo sapiens			Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			102554	CHEMBL3886169			2015								
CHEMBL3672731	2005755	CHEMBL3672731	2005755		BDBM155141	446.98	5.38	83.76	1	CO[C@@H]1CC[C@@]2(CC1)CCc3ccc(cc3C24N=C(C)C(=N4)N)c5cc(Cl)cc(c5)C#N	17678307	IC50	=	92	nM	7.04	IC50	=	92	nM	297477		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528822	CHEMBL3705766	B	Release Assay: SH-SY5Y cells were cultured in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids and cryopreserved and stored at -140 C. at a concentration of 7.5-9.5x106 cells per vial. Thaw cells and seed at a conc. of around 10000 cells/well in DMEM/F-12 with Glutamax, 10% FCS and 1% non-essential amino acids to a 384-well tissue culture treated plate, 100 uL cell susp/well. The cell plates were then incubated for 7-24 h at 37 C., 5% CO2. The cell medium was removed, followed by addition of 30 uL compound diluted in DMEM/F-12 with Glutamax, 10% FCS, 1% non-essential amino acids and 1% PeSt to a final conc. of 1% DMSO. The compounds were incubated with the cells for 17 h (overnight) at 37 C., 5% CO2. Meso Scale Discovery (MSD) plates were used for the detection of sAPPbeta release. MSD sAPPbeta plates were blocked in 1% BSA in Tris wash buffer (40 uL/well) for 1 h on shake at r.t. and washed 1 time in Tris wash buffer (40 uL/well).	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000219	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94821	CHEMBL3638386			2015				749	CHEMBL3307740	SH-SY5Y		
CHEMBL236187	402149	CHEMBL236187	402149		rac-33	521.7	4.77	70.16	1	CC[C@@H]1CCC[C@@H](N1S(=O)(=O)c2ccc(F)cc2)C3(CC3)OC(=O)N4CCC(CC4)N5CCCCC5	1983200	IC50	=	115	nM	6.94	IC50	=	115	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	449195	CHEMBL899460	B	Inhibition of gamma-secretase assessed as reduction of cell A-beta-40 level	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36979	CHEMBL1137438	17761417	Bioorg. Med. Chem. Lett.	2007	17	19	5330					
CHEMBL231449	383991	CHEMBL231449	383991		6e	546.13	5.32	70.16	2	Clc1ccc(cc1)S(=O)(=O)N2[C@@H](COC(=O)N3CCN(CC3)C4CCCCC4)CC[C@H]2c5ccccc5	1898613	IC50	=	120	nM	6.92	IC50	=	120	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	438619	CHEMBL888950	B	Inhibition of gamma-secretase	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			36017	CHEMBL1144650	17418571	Bioorg. Med. Chem. Lett.	2007	17	11	3010					
CHEMBL489792	491778	CHEMBL489792	491778		1v	323.39	4.69	34.84	0	COc1ccc2oc(\C=C\c3ccc(N(C)C)c(OC)c3)cc2c1	2466522	IC50	=	160	nM	6.8	IC50	=	.16	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	535894	CHEMBL983535	B	Inhibition of amyloid beta42 fibril formation by thioflavin T formation	1	Scientific Literature				Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			44622	CHEMBL1144235	18793854	Bioorg. Med. Chem. Lett.	2008	18	20	5591					
CHEMBL3629740	1969707	CHEMBL3629740	1969707		BDBM50129270	468.91	4.41	69.67	0	Fc1ccc(F)c2c1OC[C@H]3[C@]4(CCC[C@@]23S(=O)(=O)c5ccc(Cl)cc5)CCOC4=O	17796694	IC50	=	228	nM	6.64	IC50	=	228	nM	436733		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1642419	CHEMBL3889142	B	Electrochemiluminescence (ECL)-Based Immunoassay: To measure γ-secretase activity, membranes were incubated at 37° C. for 1 h in 50 μL of buffer containing 20 mM Hepes (pH 7.0) and 2 mM EDTA. At the end of the incubation, Aβ 40 and Aβ 42 were measured using an electrochemiluminescence (ECL)-based immunoassay. Aβ 40 was identified with antibody pairs TAG-G2-10 and biotin-W02, while Aβ 42 was identified with TAG-G2-11 and biotin-4G8. The ECL signal was measured using an ECL-M8 instrument (IGEN International, Inc.) according to the manufacturer's instructions.	37	BindingDB Database				Autocuration	BAO_0000019	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	8	Homologous protein			103347	CHEMBL3886962			2016								
CHEMBL3667024	1999990	CHEMBL3667024	1999990		BDBM145845	576.44	5.72	119.36	2	CCOC(=O)CCC(C(=O)\C=C\c1ccc(O)c(OC(F)(F)F)c1)C(=O)\C=C\c2ccc(O)c(OC(F)(F)F)c2	17664979	IC50	=	380	nM	6.42	IC50	=	380	nM	282634		0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1528913	CHEMBL3705619	B	Binidng Assay: First, amyloid beta peptides (1-40, Peptide Institute, Minoh-shi, Osaka) were dissolved in a 50 mM phosphate buffer containing 100 mM sodium chloride (pH 7.5) such that the concentration of the amyloid beta peptides was 100 mM, and then the solution was left to stand for 16 hours at 30 C., thereby producing amyloid beta peptide aggregates. To these amyloid beta peptide, amyloid beta peptide aggregates that had been prepared in advance by the same method and sonicated for 30 minutes under 28-45-100 KHz variation were added by a 1/1000 quantity, whereby uniform amyloid beta peptide aggregates were prepared.The amyloid beta peptide aggregates prepared by the above method, thioflavin-T, and a measurement compound were added in a 50 mM phosphate buffer (pH 7.4) such that the final concentrations thereof were 1 uM, 3 uM, and 0.02 to 20 uM, respectively. The resultant solution was cause to react for 30 minutes at 23 C. with the light shielded.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000357	10656	CHEMBL2487	SINGLE PROTEIN	P05067	Beta amyloid A4 protein	Homo sapiens	9	Protein			94697	CHEMBL3638565			2015								
